         178517894 function calls (177366111 primitive calls) in 57.099 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2970    0.000    0.000    0.000    0.000 index_tricks.py:642(__iter__)
      238    0.000    0.000    0.068    0.000 backend_bases.py:1899(<listcomp>)
     1750    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
      502    0.000    0.000    0.005    0.000 common.py:598(is_excluded_dtype)
     3079    0.000    0.000    0.000    0.000 numerictypes.py:622(<listcomp>)
       63    0.000    0.000    0.283    0.004 construction.py:237(init_dict)
     2856    0.000    0.000    0.000    0.000 version.py:420(_parse_letter_version)
      560    0.000    0.000    0.000    0.000 rrule.py:1276(ddayset)
     1860    0.000    0.000    0.000    0.000 frame.py:421(_constructor)
        2    0.000    0.000    0.013    0.006 managers.py:1889(_consolidate)
     1411    0.000    0.000    0.000    0.000 blocks.py:111(_simple_new)
  232/116    0.000    0.000    0.003    0.000 transforms.py:2395(inverted)
      492    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(atleast_1d)
      273    0.000    0.000    0.001    0.000 enum.py:283(__call__)
       70    0.000    0.000    0.001    0.000 transforms.py:669(translated)
      847    0.000    0.000    0.001    0.000 artist.py:168(convert_xunits)
      476    0.000    0.000    0.000    0.000 threading.py:1306(current_thread)
      608    0.000    0.000    0.001    0.000 managers.py:1852(_shape_compat)
      305    0.000    0.000    0.001    0.000 transforms.py:1793(transform_affine)
      238    0.000    0.000    0.001    0.000 patches.py:113(_process_radius)
      476    0.000    0.000    0.000    0.000 validation.py:397(_ensure_no_complex_data)
        8    0.000    0.000    0.026    0.003 axis.py:1098(_update_ticks)
      476    0.000    0.000    0.000    0.000 version.py:98(_compare)
      554    0.000    0.000    0.001    0.000 artist.py:49(_stale_axes_callback)
        2    0.000    0.000    0.033    0.017 construction.py:732(<listcomp>)
      144    0.000    0.000    0.002    0.000 markers.py:272(set_marker)
      138    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
     1782    0.000    0.000    0.000    0.000 numpy_.py:203(dtype)
      105    0.000    0.000    0.001    0.000 shape_base.py:612(column_stack)
      594    0.000    0.000    0.000    0.000 api.py:254(<setcomp>)
      239    0.000    0.000    0.000    0.000 backend_bases.py:1354(_update_enter_leave)
      104    0.000    0.000    0.012    0.000 font_manager.py:1166(findfont)
      387    0.000    0.000    0.001    0.000 colors.py:157(to_rgba)
  120/116    0.000    0.000    0.000    0.000 spines.py:424(get_spine_transform)
     2420    0.000    0.000    0.000    0.000 strings.py:449(<lambda>)
    26/14    0.000    0.000    0.003    0.000 offsetbox.py:528(get_extent_offsets)
      596    0.000    0.000    0.000    0.000 managers.py:264(<listcomp>)
     3024    0.000    0.000    0.000    0.000 managers.py:1038(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
      596    0.000    0.000    0.000    0.000 frame.py:8883(_get_agg_axis)
      912    0.000    0.000    0.000    0.000 artist.py:336(pchanged)
      511    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
      687    0.000    0.000    0.027    0.000 _methods.py:37(_amax)
      152    0.000    0.000    0.004    0.000 dates.py:608(__call__)
      104    0.000    0.000    0.000    0.000 font_manager.py:1325(get_font)
    50/10    0.000    0.000    0.001    0.000 sre_parse.py:493(_parse)
       42    0.000    0.000    0.007    0.000 backend_agg.py:170(draw_text)
       68    0.000    0.000    0.002    0.000 text.py:121(__init__)
      220    0.000    0.000    0.000    0.000 __init__.py:882(get_siblings)
      455    0.000    0.000    0.002    0.000 re.py:289(_compile)
      427    0.000    0.000    0.001    0.000 __init__.py:1309(_to_unmasked_float_array)
        8    0.000    0.000    0.005    0.001 ticker.py:2141(_raw_ticks)
      116    0.000    0.000    0.000    0.000 ticker.py:622(format_data_short)
        7    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
      237    0.000    0.000    0.000    0.000 backend_bases.py:2773(_update_cursor)
       54    0.000    0.000    0.045    0.001 generic.py:3685(__delitem__)
      103    0.000    0.000    0.000    0.000 stride_tricks.py:183(_broadcast_shape)
      250    0.000    0.000    0.000    0.000 pickle.py:1727(load_stop)
      476    0.000    0.000    0.000    0.000 parallel.py:755(_terminate_backend)
       95    0.000    0.000    0.001    0.000 lines.py:1147(set_linestyle)
      500    0.000    0.000    0.004    0.000 numpy_pickle_utils.py:95(_read_fileobject)
     1789    0.000    0.000    0.000    0.000 multiarray.py:583(min_scalar_type)
        7    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
     1802    0.000    0.000    0.000    0.000 multiarray.py:706(dot)
      844    0.000    0.000    0.001    0.000 artist.py:180(convert_yunits)
      300    0.000    0.000    0.001    0.000 transforms.py:1015(get_points)
      471    0.000    0.000    0.000    0.000 artist.py:371(get_transform)
      132    0.000    0.000    0.001    0.000 text.py:838(get_prop_tup)
  653/401    0.000    0.000    0.000    0.000 transforms.py:2349(<lambda>)
      476    0.000    0.000    0.000    0.000 process.py:198(daemon)
      597    0.000    0.000    0.001    0.000 base.py:2835(_assert_can_do_setop)
      476    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        7    0.000    0.000    0.908    0.130 parsers.py:2155(read)
        7    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.parsing.concat_date_cols}
      952    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
      619    0.000    0.000    0.001    0.000 shape_base.py:219(_vhstack_dispatcher)
      127    0.000    0.000    0.001    0.000 transforms.py:1986(scale)
     1195    0.000    0.000    0.000    0.000 nanops.py:1290(check_below_min_count)
      756    0.000    0.000    0.000    0.000 __init__.py:1850(_str_equal)
     62/9    0.000    0.000    0.000    0.000 sre_compile.py:71(_compile)
 1051/559    0.000    0.000    0.002    0.000 abc.py:100(__subclasscheck__)
        3    0.000    0.000    0.082    0.027 managers.py:360(operate_blockwise)
     1925    0.000    0.000    0.000    0.000 base.py:3105(_get_partial_string_timestamp_match_key)
      724    0.000    0.000    0.000    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
      229    0.000    0.000    0.000    0.000 generic.py:3180(_set_as_cached)
      184    0.000    0.000    0.003    0.000 dates.py:474(num2date)
      232    0.000    0.000    0.003    0.000 transforms.py:2363(transform_affine)
        5    0.000    0.000    0.000    0.000 market_cap.py:9(<dictcomp>)
      476    0.000    0.000    0.001    0.000 version.py:86(__ge__)
      595    0.000    0.000    0.006    0.000 generic.py:5345(_values)
     1925    0.000    0.000    0.000    0.000 indexing.py:913(_validate_key)
       76    0.000    0.000    0.000    0.000 transforms.py:2859(_interval_contains_close)
      602    0.000    0.000    0.000    0.000 blocks.py:467(_maybe_downcast)
        4    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
       81    0.000    0.000    0.000    0.000 artist.py:1074(update_from)
      476    0.000    0.000    0.000    0.000 queue.py:205(_init)
       48    0.000    0.000    0.000    0.000 relativedelta.py:317(__add__)
      100    0.000    0.000    0.000    0.000 font_manager.py:778(set_weight)
      476    0.000    0.000    0.000    0.000 context.py:233(get_context)
        5    0.000    0.000    0.000    0.000 BaseStrategy.py:36(<listcomp>)
      103    0.000    0.000    0.001    0.000 stride_tricks.py:204(broadcast_arrays)
      243    0.000    0.000    0.000    0.000 backend_bases.py:1236(__init__)
     1249    0.000    0.000    0.000    0.000 {built-in method _operator.index}
     1904    0.000    0.000    0.000    0.000 version.py:490(<lambda>)
      120    0.000    0.000    0.001    0.000 path.py:96(__init__)
        1    0.000    0.000    0.033    0.033 construction.py:551(_list_to_arrays)
      273    0.000    0.000    0.000    0.000 enum.py:562(__new__)
      971    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      242    0.000    0.000    0.000    0.000 patches.py:742(get_path)
       16    0.000    0.000    0.000    0.000 rrule.py:426(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
      206    0.000    0.000    0.001    0.000 text.py:824(get_unitless_position)
      387    0.000    0.000    0.001    0.000 colors.py:123(_is_nth_color)
     1257    0.000    0.000    0.000    0.000 fromnumeric.py:2876(_prod_dispatcher)
      624    0.000    0.000    0.000    0.000 font_manager.py:1220(<genexpr>)
        8    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
      476    0.000    0.000    0.000    0.000 _parallel_backends.py:609(__init__)
      348    0.000    0.000    0.001    0.000 transforms.py:1814(inverted)
      476    0.000    0.000    0.000    0.000 _parallel_backends.py:70(configure)
        7    0.000    0.000    0.000    0.000 parsers.py:2228(<listcomp>)
      395    0.000    0.000    0.001    0.000 re.py:188(match)
     1249    0.000    0.000    0.000    0.000 numeric.py:1109(_roll_dispatcher)
       25    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
      476    0.000    0.000    0.000    0.000 logger.py:23(_squeeze_time)
      286    0.000    0.000    0.002    0.000 markers.py:227(_recache)
       43    0.000    0.000    0.000    0.000 __init__.py:1513(_register)
      592    0.000    0.000    0.000    0.000 __init__.py:1412(debug)
      257    0.000    0.000    0.000    0.000 __init__.py:1537(_root)
      250    0.000    0.000    0.000    0.000 pickle.py:1136(__init__)
     1750    0.000    0.000    0.000    0.000 {built-in method sys.audit}
      104    0.000    0.000    0.013    0.000 backend_agg.py:243(_get_agg_font)
      116    0.000    0.000    0.006    0.000 _base.py:3828(format_coord)
      133    0.000    0.000    0.000    0.000 base.py:498(_shallow_copy)
      488    0.000    0.000    0.000    0.000 {built-in method from_bytes}
     1215    0.000    0.000    0.000    0.000 datetimelike.py:711(_values_for_argsort)
      237    0.000    0.000    0.002    0.000 _backend_tk.py:534(set_message)
      116    0.000    0.000    0.005    0.000 _base.py:3808(format_xdata)
      952    0.000    0.000    0.000    0.000 parallel.py:862(_print)
     1173    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
        8    0.000    0.000    0.001    0.000 dates.py:1380(get_locator)
      249    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       82    0.000    0.000    0.000    0.000 dates.py:210(_to_ordinalf)
      245    0.000    0.000    0.001    0.000 figure.py:453(_get_axes)
      238    0.000    0.000    0.002    0.000 __init__.py:375(set)
     1188    0.000    0.000    0.000    0.000 indexing.py:1517(_get_setitem_indexer)
        7    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
      152    0.000    0.000    0.000    0.000 path.py:159(_fast_from_codes_and_verts)
      188    0.000    0.000    0.000    0.000 lines.py:1114(_split_drawstyle_linestyle)
    96/92    0.000    0.000    0.002    0.000 _base.py:583(_unstale_viewLim)
       34    0.000    0.000    0.019    0.001 axis.py:289(draw)
     1188    0.000    0.000    0.000    0.000 rolling.py:269(_get_win_type)
      595    0.000    0.000    0.000    0.000 inference.py:295(is_named_tuple)
      120    0.000    0.000    0.000    0.000 path.py:188(_update_values)
      250    0.000    0.000    0.000    0.000 pickle.py:1653(load_appends)
      250    0.000    0.000    0.000    0.000 pickle.py:1226(load_proto)
       32    0.000    0.000    0.001    0.000 patches.py:526(_bind_draw_path_function)
        8    0.000    0.000    0.001    0.000 ticker.py:759(_set_format)
       62    0.000    0.000    0.015    0.000 backend_agg.py:196(get_text_width_height_descent)
      158    0.000    0.000    0.000    0.000 dates.py:174(_get_rc_timezone)
      258    0.000    0.000    0.030    0.000 patches.py:776(get_patch_transform)
        2    0.000    0.000    0.000    0.000 managers.py:1921(<listcomp>)
      215    0.000    0.000    0.000    0.000 artist.py:695(set_figure)
      116    0.000    0.000    0.001    0.000 _base.py:3818(format_ydata)
     1470    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      364    0.000    0.000    0.000    0.000 transforms.py:1705(__array__)
      597    0.000    0.000    0.000    0.000 base.py:2480(_validate_sort_keyword)
      138    0.000    0.000    0.000    0.000 base.py:2007(is_all_dates)
        5    0.000    0.000    0.002    0.000 series.py:3072(sort_values)
      476    0.000    0.000    0.000    0.000 _parallel_backends.py:227(effective_n_jobs)
      402    0.000    0.000    0.000    0.000 pyplot.py:579(_auto_draw_if_interactive)
      302    0.000    0.000    0.000    0.000 __init__.py:2113(type_name)
        8    0.000    0.000    0.000    0.000 ticker.py:683(_compute_offset)
      688    0.000    0.000    0.000    0.000 transforms.py:939(get_points)
       76    0.000    0.000    0.001    0.000 transforms.py:2681(__init__)
       76    0.000    0.000    0.001    0.000 transforms.py:2696(_revalidate)
        6    0.000    0.000    0.006    0.001 {built-in method builtins.print}
      402    0.000    0.000    0.001    0.000 figure.py:45(_stale_figure_callback)
      142    0.000    0.000    0.000    0.000 markers.py:249(set_fillstyle)
      100    0.000    0.000    0.000    0.000 font_manager.py:814(set_size)
       32    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.000    0.000 transforms.py:2779(nonsingular)
       99    0.000    0.000    0.000    0.000 font_manager.py:796(set_stretch)
     1249    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_complex}
     12/8    0.000    0.000    0.002    0.000 offsetbox.py:449(get_extent_offsets)
      804    0.000    0.000    0.000    0.000 fromnumeric.py:2245(_any_dispatcher)
       18    0.000    0.000    0.002    0.000 axis.py:334(_apply_params)
      108    0.000    0.000    0.001    0.000 text.py:170(update)
      234    0.000    0.000    0.000    0.000 transforms.py:2367(transform_non_affine)
      237    0.000    0.000    0.000    0.000 enum.py:357(__members__)
       63    0.000    0.000    0.000    0.000 text.py:41(get_rotation)
     1016    0.000    0.000    0.000    0.000 font_manager.py:679(get_family)
       49    0.000    0.000    0.001    0.000 lines.py:1330(update_from)
